block,fertilizer,mowing,ditch,treatment,quad,data_type,year,Agalinus purpurea ,Aster novi-belgii,Bidens bipinnata,Chamaecrista fasciculata,Clematis dioscoreifolia,Desmodium sp.,Drosera sp.,Eupatorium capillifolium,Eupatorium pilosum ,Eupatorium recurvans ,Eupatorium rotundifolium ,Eupatorium semiserratum ,Euthamia caroliniana,Gnaphaleum purpureum,Gratiola pilosa ,Hypericum sp.,Lactuca sp,Lespedeza capitata ,Lespedeza hirta ,Lobelia nuttallii ,Ludwigia alternifolia,Ludwigia hirtella,Lycopodium,Osmunda regalis,Packera tomentosa,Polygala cruciata ,Polygala lutea ,Polygonum sp.,Pteridium aquilinum ,Pycnanthemum flexuosum ,Rhexia mariana ,Rhexia virginica ,Rhus radicans ,Rubus hispidus,Scutellaria integrifolia,Smilax glauca ,Smilax rotundifolia ,Solanum carolinense,Solidago pinetorum ,Solidago puberula ,Solidago rugosa ,Solidago stricta ,Sphagnum sp,Viola primulifolia,Acer rubrum ,Amelanchier canadensis ,Clethra alnifolia,Crataegus sp.,Cyrilla racemiflora ,Ilex glabra ,Itea virginica,Liquidambar styraciflua,Magnolia virginica,Nyssa sylvatica ,Pinus taeda,Prunus serotina ,Rhus copallinum,Rubus betulifolius,Sorbus arbutifolia ,Symplocos tinctoria ,Vaccinium sp.,Viburnum nudum ,Amphicarpum purshii,Andropogon virginicus,Aristida virgata,Arundinaria tecta,Calamagrostis coarctata,Chasmanthium laxum,Dichanthelium lucidum,Dichanthelium scabriusculum,Dichanthelium scoparium,Juncus canadensis,Juncus biflorus,Juncus dichotomous,Juncus effusus,Carex glaucescens,Rhynchospora chalarocephala,Rhynchospora inexpansa,Saccharum giganteum,Scirpus cyperinus,Scleria minor,Xyris sp
2,0,1,0,M,56,p cover,2010,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1.75,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.75,0,0.5,0,0.25,0,0,41.25,0,27.25,0,1,1.25,5.25,0,0,0,0,0,0,0,4.75,0,0,0,0
2,0,1,0,M,57,p cover,2010,0,0,0,0,0,0,0,0,0,0,2,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,45,2.25,4.25,0,1,1,0,0,0,0,0,0,0,0,2.25,0,0,0.5,0
2,1,1,0,MF,58,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,15,0,70,15,0,0,0,5,0,0,0,0,0,0,0,0,0
2,1,1,0,MF,59,p cover,2010,0,0,0,0,0,0,0,0,0,0,1,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2.5,0,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0.25,0,0,0,0,0,0,13.75,0,33.75,4.25,0,2.5,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,MF,60,p cover,2010,0,0,0,0,0,0,0,0,0,0,0.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0.25,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,2.5,0,2,0,0,0,0,0,0,24.5,0,4.25,2,0,1,0,2,0,0,0,0,0,0,0,0,0
3,0,0,1,C,13,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,6,10,10,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,C,14,p cover,2010,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,3.5,0,0,0,0,0,0.75,0,0,0,0,11.25,7,0,0,0,0,0,0,0,0.25,0,15,0,0,1.25,0,0,0,0,0,20,12.75,0,12.5,0,0,0,0,16.25,0,5,0,0.25,3.75,1.25,3.25,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,C,15,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,10,25,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,25,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,F,16,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,F,17,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,50,2.5,0,0,0,0,0,0,0,5,3.75,0,0,6.25,1.25,5,0,0,0,0,0,2.5,0,1.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,1,F,18,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,25,0,10,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,M,61,p cover,2010,0,0,0,0,0,0,0,0,0,0,1.5,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,0,2.25,0,0.5,0,0,0,0,0,23.75,0,0,0,0,0,0,0,0,0,1.25,0,2.5,0,0,0,0,1,0,43.75,0,4.25,7,0,13.75,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,M,62,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,7.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,11.75,0,0,1.75,0,0.25,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,67.5,0,1.5,12.5,0,60,0,0,0,0,0,0,0,0,0,0,0
3,0,1,1,M,63,p cover,2010,0,0,0,0,0,0,0,0,0,0,2.5,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,32,0,2.25,4.5,0,16.25,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,MF,64,p cover,2010,0,0,0,0,0,0,0,23.75,0,0,0.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,2,0,4,0,2.75,5,0,12,0,9.25,0,0,0,0,0,0,0,0,0
3,1,1,1,MF,65,p cover,2010,0,0,0,0,0,0,0,0,0,0,5,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0,0,0,28.75,0,1.25,0,0,0,0,0,0,2.5,0,13.75,5.25,0,23,0,11.25,0,0,0,0,0,0,0,0,0
3,1,1,1,MF,66,p cover,2010,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,0,10,0,0,0,0,4,0,10,0,10,25,0,40,0,4,0,0,0,0,0,0,0,0,0
4,0,0,0,C,19,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,30,8,0,0,0,7,0,0,0,0,0,25,0,100,0,0,0,0,20,0,0,0,0,5,0,0,0,0,10,0,25,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,C,20,p cover,2010,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0.75,0,57.5,0,0,0,0,1.5,0,0,0,95,0,0.25,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2.25,0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,C,21,p cover,2010,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,100,0,0,0,0,1,0,0,0,0,50,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,F,22,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,3,0,0,0,0,10,0,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,F,23,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.25,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,12.5,0,0,0,0,2.5,0,0,0,5,2.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0
4,1,0,0,F,24,p cover,2010,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,30,0,0,100,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,10,13,0,0,0,0,0,0,10,0,0,8,0,0,0,10,0,1,0,0,0,0,0,0,0
4,0,1,0,M,67,p cover,2010,0,0,0,0,0,0,0,0,0,0,2.75,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.25,0,0,0.5,3,0,0,0,0,0,0,0,1.25,0,0,2.5,0,6.75,0,0,0,0.25,13.5,0.25,20.25,0,3.25,4,0,3.25,0,0,0,0,0,0,0.75,0,0,1.5,0
4,0,1,0,M,68,p cover,2010,0,0,0,0,0,0,0,0,0,0.5,1.75,0,1.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0.5,0.5,0,0,0,0,1.25,0.5,0,0,0,0.75,6,0,0,0,0,7.75,0,0,3.75,0,0,0,6.75,0,0,0,0,5.5,0,0,0,0,60,0.75,8.75,0,2.25,5.25,0,0,0,0,0,0,0,0,0,0,0,5,0
4,0,1,0,M,69,p cover,2010,0,0,0,0,0,0,0,0,0,1.5,2.25,0,6.25,0,0,0,0,2.25,0,0,0,0,0,0,2.25,0,0,0,0,0,3.75,0,0,0,0,10,0,0,0,0,4.5,5.5,0,4,0,0,0,0,9.25,0,0,0,0,0,0,0,0,1.25,1.75,0,0,0,0,43.5,8.75,19.25,0,5,11,0,0,0,0,0,0,0,0,1.25,0,4.75,0,0
4,1,1,0,MF,70,p cover,2010,0,0,0,1.25,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0.5,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,13,0,5,12,0,0.5,0,3.75,0,0,0,0,0,0,0,0,0
4,1,1,0,MF,71,p cover,2010,0,0,0,0,0,0,0,0,0,0,0.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,7.5,0,4,0,0,2.5,0,5,0.5,12.5,0,11,22,0,0,0,20,0,0,0,0,0,0,0,0,0
4,1,1,0,MF,72,p cover,2010,0,0,0,0,0,0,0,0,0,0,2.5,0,12.5,0,0,0,0,3.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,4,0.5,0,0,0,0,0,0,45,0,2.25,16.25,0,0,0,3,0,0,1.25,0,0,0,0,0,0
5,0,0,1,C,25,p cover,2010,0,0,0,0,0,0,0,0,0,0,0.5,0.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,1.25,0,0,0,0,0.5,0.5,2.75,0,0,0,0,2.25,0,10.75,0,0,4.25,0,7.5,0,0,0,0,0.25,0,0,0,0,0,0
5,0,0,1,C,26,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0,0,1,50,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,C,27,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,F,28,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,80,0,0,0,0,15,100,0,100,0,0,0,0,45,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,F,29,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,3,0,75,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,F,30,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,100,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,1,M,73,p cover,2010,0,0,0,0,0,0,0,0,0,0,1.75,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0.5,0,5,0,20,20,0,11,0,0.25,2.75,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16.25,0,6.25,0,0,0,1,8.25,0.75,8.75,0,0,5.5,0,8,0,0,0,0,0,0,0.5,0,0,0,0
5,0,1,1,M,74,p cover,2010,0,0,0,0,0,0,0,0,0,0,4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4,0,0,2,0,4.75,0,0,0,0,0,2.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,52.5,0,0.5,7.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0
5,0,1,1,M,75,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,6,0,5.25,0,1.25,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,9.25,0,8,0,0,0,0,0,0,9.25,0,2.5,15.75,0,23.75,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,MF,76,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,75,0,0,0,0,0,0,0,0,3,0,10,7,0,75,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,MF,77,p cover,2010,0,0,0,0,0,0,0,0,0,0,1.5,0,23.75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.75,0,8.75,0,0,0,0,0,0,0,0,0,3,1.25,0,0,0,0,0,0,0,0,0,70,0,1.25,0,0,0,0,0,0,10,0,4.25,5.25,0,7.5,0,0.5,0,0,0,0,0,0,0,0,0
5,1,1,1,MF,78,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,37.5,0,0,0,0,0,0,4,0,2,0,6.75,7,0,8.75,0,0,0,0,0.5,0,0,0,0,0,0
6,0,0,0,C,31,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,100,0,50,0,15,3,5,0,0,0,0,0,0,0,30,0,20,0,0,30,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,C,32,p cover,2010,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,85,0,0,0,0,1,0,0,0,0,13,0,7,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,C,33,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,20,10,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,F,34,p cover,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,90,0,0,0,0,6,0,0,0,15,11,0,1,0,5,0,2,0,0,0,0,30,0,0
6,1,0,0,F,35,p cover,2010,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,50,80,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,20,0,5,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,0,0,F,36,p cover,2010,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,50,0,0,8,5,0,10,10,0,2,0,5,0,0,0,0,0,0,0,0,0
6,0,1,0,M,79,p cover,2010,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0.5,0,12,0,0,0,0,0.5,15,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,60,2.5,14,0,1.5,20,2.5,0,0,0,0,0,0,0,0,0,0,0.75,0
6,0,1,0,M,80,p cover,2010,0,0,0,0,0,0,0,0,0,0,2.5,0,3,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0.25,0,0,0,0,0.75,0,0,1.25,0,1.25,0,0,0,0,0,9.75,0,1.5,0,0,0,0,36.25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50,1.5,21.25,0,2,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0,M,81,p cover,2010,0,0,0,0,0,0,0,0,0,0,3.75,0,0.75,0,0,0,0,0.25,0,0.5,0,0,0,0,3.25,0,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,0.75,12.5,0,0,0,0,1,0,0,0,0,12.5,0,13.75,0,0,0,0,2.75,0,3.5,0,0,20,0.25,27.5,0,2.75,11.75,0,0,0,0,0,0,0,0.25,1.5,0,0,6.5,0
6,1,1,0,MF,82,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,6.25,0,0,0,0,0,0,1,0,11.25,0,60.5,4.5,0,0,0,10.5,0,0,0.25,0,0,0,0.25,0,0
6,1,1,0,MF,83,p cover,2010,0,0,0,0,0,0,0,0,0,0.75,7.5,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,45,0,0,0,0,10,0,1.75,0,0,0,0,0,0,6.25,0,4,45,0,0.75,0,17,0,0,0,0,0,0,0,0,0
6,1,1,0,MF,84,p cover,2010,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,15.75,0,0,0,0,0,2,0,0,8.75,0,1.25,0,0,0,0,13.75,0,0,0,0,1.75,0,3.75,0,0,0,0,12.5,0,4.75,0,45,22.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0
7,0,0,1,C,37,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,20,2,1,0,0,0,0,0,0,25,0,10,15,0,60,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,C,38,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,20,0,0,0,0,0,35,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,C,39,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,100,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,F,40,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,F,41,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,75,60,0,0,0,0,0,0,50,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,F,42,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,100,0,100,0,0,0,0,80,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,1,M,85,p cover,2010,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2.75,0,0,0,0,7.25,0,0,5.75,0,2.25,1.5,0,1.25,0,1.75,7.5,0,0,0,0,29.5,0,0,0,0,5.75,2.5,0,0,0,0,0,0,0,17.5,0,0,1.75,0,11,0,0,0,0,0,0,0.25,0,0,0,0
7,0,1,1,M,86,p cover,2010,0,0,0,0,0,0,0,0,0,0,5,0,10.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.75,0,0,0,0,18.75,0,0,0,0,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,36.25,1.25,0.75,0,0,0,0.5,0,0,25.25,0,0.25,0,0,11.25,0,0,0,0,0,0,0.25,0,0,0,0
7,0,1,1,M,87,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0.5,8.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0.75,0,0,4.5,0,12.5,0,0,0,0,3.75,4.5,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,3.5,0,0,0,0,0,0,0,0,16.25,0,3.5,42.5,0,20,0,0,0,0,0,0,0,0,0,0,0
7,1,1,1,MF,88,p cover,2010,0,0,0,0,0,0,0,0,0,0,0.5,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,4.25,13,0,16.25,0,10.25,0,2.25,0,0,0,0,0,0,0
7,1,1,1,MF,89,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,15,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,5,0,7.5,12.5,0,41.75,0,3.25,0,0,0,0,0,0,0,0,0
7,1,1,1,MF,90,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,12.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,18.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.25,0,6.5,9.5,0,19,0,5.25,0,0.25,0,0,0,0,0,0.25,0
8,0,0,0,C,43,p cover,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,75,50,15,0,0,0,0,5,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,C,44,p cover,2010,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.75,0,38.75,0,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,5,1.5,1.25,0,8.75,26.25,0,3.75,0,0,0,0,0,0,0,0,0,0,0
